,syn,E_F,dE_Oa,dE_Om,dE_S,dE_fOa,dE_fOm,dE_fS,lC_Oa,lC_Om,lC_S,lD_Oa,lD_Om,lD_S,lC_fOa,lC_fS,lD_fS
68332,0.0,10.977458683559032,-6.445462344183389,-122.4637845394844,-6.803543585526913,3.954235356030431,75.13047176457819,4.173915098032122,-5.6566597667412895,-16.18452822301586,-5.820236016907646,-4.191102820420259,-3.664075091251863,-5.378863395438163,-6.179841677823272,-5.820236016907647,-4.922674415883394
70383,0.0,13.804467411201635,-5.058462385548482,-222.5723449641332,-6.955385780129162,4.981150277143616,219.17061219431912,6.8490816310724725,-6.7620442233226,-22.70336142795095,-6.600337061667441,-3.734919853617207,-18.42680640142904,-4.473678033395017,-6.503768054468368,-6.600337061667441,-4.75585940398633
19646,0.0,12.693945397868468,-2.464508850798041,-105.97388058431576,-2.9437189051198818,8.162980319510444,351.0081537389491,9.750226492748586,-7.416494334880952,-53.11195410157378,-8.85482697598522,-4.3978717419713895,-30.077182678133106,-5.481821549975276,-8.59390321537561,-8.85482697598522,-5.430595390021597
37807,0.0,11.990690866029826,-5.285259061453906,-121.56095841343983,-6.753386578524437,4.098759877178132,94.27147717509705,5.237304287505391,-6.667445950295873,-48.81573863156949,-6.35780125887905,-4.490392715219522,-14.74193373203674,-5.491238542086672,-6.293008084872492,-6.357801258879051,-5.325265689376558
61324,0.0,10.264780382387697,-4.488186159890649,-210.9447495148605,-5.7012094463475815,3.5925983964571127,168.8521246334843,4.563570936040116,-7.14301191626753,-72.09079353500236,-6.990237622595665,-3.6679234887288494,-14.752384567243574,-4.508071646574894,-6.825155358114478,-6.990237622595665,-3.715956768857057
10076,0.0,13.631179979897874,-5.803073120463522,-139.27375489112453,-8.704609680695283,3.2843801994683943,78.82512478724146,4.926570299202592,-6.653478733077876,-74.44986900606517,-7.665639366873751,-4.31651644935607,-9.845899586349049,-4.638192793315914,-7.507730508482251,-7.665639366873751,-4.988864332849741
28402,0.0,14.258224208076747,-5.071809758468009,-223.1596293725924,-6.973738417893513,5.297807847405989,233.1035452858635,7.284485790183234,-6.943781339216929,-60.67100035573412,-8.27790182869149,-3.66918459847148,-16.734754728887093,-4.132022282544551,-8.093978030227133,-8.27790182869149,-4.47221059117378
5667,0.0,13.460261338478452,-4.362635917242327,-244.3076113655703,-10.179483806898762,1.4060475135341524,78.73866075791253,3.2807775315796888,-7.103972574791143,-25.80635990904378,-6.597351244650148,-3.1894572684535545,-7.135249341705,-2.291388263284763,-6.506437814328107,-6.597351244650148,-2.290325719602764
71384,0.0,14.288400907223458,-5.688030490324882,-227.5212196129953,-5.688030490324882,8.600370416898576,344.01481667594305,8.600370416898576,-6.639995242349941,-21.44937167953492,-8.00860351596641,-3.661660394817767,-4.776085660192435,-5.072753280877579,-8.616311548658672,-8.00860351596641,-5.543528764770411
57024,0.0,13.761567110032695,-2.6407811624006654,-108.27202765842728,-9.022668971535609,1.3869945771210994,56.866777661965074,4.738898138497089,-7.442721228601325,-40.30639213790106,-6.782271966524745,-4.536914642408208,-41.27395377352761,-4.189841742039404,-6.3924590649444015,-6.782271966524745,-4.027222473943637
59770,0.0,11.17685052696142,-3.0220689719038893,-129.94896579186724,-8.121810361991702,1.1367591311515228,48.880642639515486,3.055040164969718,-7.319596389474621,-29.725271564093404,-7.085940616201193,-4.241603929703665,-24.229330270495925,-4.022697454516135,-6.690363561263236,-7.085940616201192,-3.4934185510508566
48333,0.0,12.35267316385989,-2.9444880309234804,-123.66849729878618,-6.8704720721547865,2.349514753587901,98.67961965069183,5.482201091705103,-7.415923621875102,-71.18889911877274,-6.8789876821977,-4.578335931628745,-41.94238455221099,-4.422454546468451,-6.1206488580704175,-6.878987682197699,-4.201474742977054
9724,0.0,12.204189053571708,-5.863520069310775,-117.2704013862155,-14.658800173276935,-0.9818444478820916,-19.63688895764183,-2.4546111197052287,-6.6059895021001465,-85.02499529542807,-5.87714501300081,-4.487312467770129,-11.078186426611566,-3.4640166536830788,-6.391763912702459,-5.877145013000809,-3.320480362765386
504,0.0,13.544874256830775,-4.68121884279378,-140.4365652838134,-11.703047106984448,0.7367308599385306,22.10192579815592,1.8418271498463263,-6.7584367125835865,-49.92103481083299,-6.906018275994532,-4.5055204919510725,-18.10144744556167,-3.635362815170722,-6.602838031515789,-6.906018275994532,-3.783757540050681
19071,0.0,11.64011289132118,-3.5049145418176573,-84.11794900362378,-4.2058974501811885,6.195179534283327,148.68430882279986,7.434215441139993,-6.93314227504301,-33.19516679099189,-6.905468786308347,-4.976565678208222,-27.697757671228054,-6.2907797197161655,-6.841522916190096,-6.905468786308347,-6.0866141628445085
49600,0.0,12.665790527074677,-2.308743456579631,-85.42350789344636,-4.745750438524798,3.852992475510752,142.56072159389782,7.920040088549879,-6.964862432605477,-26.68172805407953,-7.452340133828118,-4.693967690002659,-39.95298118470157,-5.498623631950752,-6.7717591954185545,-7.452340133828118,-5.494790203373349
36805,0.0,14.561583408264935,-4.467052406628525,-165.28093904525542,-6.886705793552308,4.978298993327108,184.197062753103,7.674877614712625,-6.913042569640417,-41.03870162204967,-7.245974118811302,-4.099250621917801,-13.80894823040197,-4.559614587045947,-7.121417392763619,-7.245974118811302,-5.148938395223678
66007,0.0,11.599314407176578,-5.907986429470803,-147.69966073677008,-9.231228796048134,1.5155747911222068,37.88936977805517,2.368085611128448,-6.3904959718705765,-24.238591377195267,-6.676203966613489,-4.175900690834405,-5.468477254966105,-4.417189412931354,-6.692242400244585,-6.67620396661349,-4.179554866908814
6617,0.0,19.789439176903944,-6.621881682756535,-79.46258019307842,-19.86564504826961,-0.0254019571218873,-0.3048234854626486,-0.0762058713656621,-6.247935626805031,-59.17250209021176,-4.300107429915575,-4.623356825042731,-11.00421497293384,-1.8856197362369076,-5.820175424199627,-4.300107429915576,-3.774587892193562
47579,0.0,10.42687034767095,-5.38102628127474,-193.71694612589064,-6.9184623616389525,2.7287617669137765,98.23542360889596,3.5084079860319983,-6.644880456733227,-36.85876293958939,-6.504128642984883,-4.041572616444946,-15.270404172483373,-4.838043458559858,-6.529111534591109,-6.504128642984883,-4.196333697179096
18033,0.0,14.064951788374891,-0.2484789466249314,-5.963494718998353,-0.5590776299060957,6.002610737097242,144.06265769033382,13.505874158468794,-8.09398216993216,-94.12496941230656,-9.271648546224858,-5.859197456188683,-48.64498817924197,-7.20462807743763,-7.82445348494687,-9.271648546224858,-7.650095454083613
49178,0.0,12.087409594733916,-1.3346424416564886,-50.71641278294657,-1.7289686176004508,7.995989526208288,303.84760199591494,10.358440977133464,-7.131630959790777,-43.37189091777569,-7.028369144998185,-5.173768881927155,-47.586231457533046,-6.485683858763727,-6.563709381031226,-7.028369144998185,-6.198048950260035
14838,0.0,13.53597092690117,-6.455908953711286,-219.50090442618367,-18.29174203551532,-1.678507450099108,-57.06925330336967,-4.755771108614139,-6.248901865919695,-23.3896419376516,-4.997856218269535,-3.6742918160152778,-0.0520033518898014,-1.6802816855801912,-5.904473993995499,-4.997856218269538,-1.9067693484089647
40938,0.0,10.365870391225714,-5.541427289575199,-149.61853681853037,-6.234105700772099,3.6726797248476575,99.16235257088678,4.131764690453616,-6.520414595422063,-54.71980858985376,-6.773949893888834,-4.193742819457403,-6.329376311557199,-5.350855538592712,-6.895863636284551,-6.773949893888834,-4.663488049362391
37226,0.0,11.990690866029826,-3.9593787754846983,-146.49701469293385,-4.0693615192481625,7.707239364436212,285.16785648413986,7.921329346781663,-7.066112793232454,-41.31794344037855,-7.164836258997601,-4.187425553632088,-17.068607134047298,-5.238614783138068,-7.3780088501829155,-7.164836258997601,-5.025264570693805
45387,0.0,11.948867556115635,-5.903096847181375,-112.15884009644611,-10.014182151468404,1.140446133265738,21.66847653204902,1.9346854046472344,-6.742546509273196,-110.28036438774066,-6.59034428207819,-4.352144970251599,-8.846012015384694,-4.241881634247996,-6.662205495049092,-6.59034428207819,-4.105661828325382
19243,0.0,11.64011289132118,-2.1634999784989506,-101.68449898945067,-3.389483299648356,5.266359313833719,247.5188877501848,8.250629591672826,-7.3364799780668575,-27.913241191639628,-7.150948906471499,-4.563039693125475,-46.77478002556323,-5.6829421909408655,-6.562244440704184,-7.150948906471499,-5.28572699646939
25516,0.0,13.414612768668537,-2.5166925474922994,-125.83462737461498,-5.243109473942291,3.922321581468599,196.11607907342997,8.171503294726248,-7.4417279805353935,-33.95269133733603,-7.743877963822051,-4.062951528153799,-49.28287252884884,-4.017036419750249,-6.964901918571327,-7.743877963822052,-4.308104686734809
53151,0.0,11.76457536073612,-5.252221303594247,-178.5755243222044,-11.160970270137772,0.2840494543992219,9.657681449573545,0.6036050905983465,-6.764677984803734,-16.736542776971817,-6.568170112774126,-4.065638658973013,-10.093598341372754,-3.408428548574615,-6.569553013997477,-6.568170112774125,-3.206383843454633
52279,0.0,10.90220690455905,-6.979651054436353,-160.53197425203612,-6.688832260501505,4.3965648459730895,101.12099145738104,4.213374644057544,-5.514853551225461,-12.594141444701243,-6.947961153722205,-3.930489402911665,-3.5687314289152363,-5.530895673342477,-7.021617818762431,-6.947961153722206,-5.0374318041250605
46114,0.0,11.948867556115635,-4.291254683126957,-175.94144200820526,-7.8545286610805904,2.236907103628902,91.71319124878498,4.094338895035044,-7.227196619585317,-91.10215591181168,-7.239710780668602,-3.9590603463426888,-8.858043156988675,-4.127778383340584,-6.991890337703141,-7.239710780668601,-3.859218475042789
23809,0.0,12.318331367454263,-3.2202634966612864,-122.37001287312889,-2.913571735074497,10.394734330525006,394.9999045599502,9.404759632379768,-4.667235679064091,-24.659271892532963,-4.807287687659938,-4.568287193490163,-26.9280113415294,-5.736888807808511,-5.07200994194752,-4.807287687659938,-5.580125891429822
21939,0.0,11.81922073684716,-5.856840321544776,-281.1283354341492,-10.040297694076756,1.037705108282735,49.80984519757129,1.7789230427704033,-6.670128619753538,-19.453809951127383,-5.728150651328948,-3.254792644607783,-0.525356868381269,-3.28419561839919,-5.772057582470816,-5.728150651328948,-2.982890114744627
45097,0.0,12.184992405481374,-2.3734433844898253,-87.81740522612354,-4.878744734784642,3.554390758717329,131.5124580725412,7.306247670696733,-7.513838183204852,-59.38009054172488,-7.085938624364276,-4.63007465080072,-33.317508621057165,-5.211523502823273,-6.433464429678074,-7.085938624364276,-5.03179228963694
2740,0.0,13.200082985590871,-5.664352880097328,-198.2523508034065,-12.390771925212906,0.3699707704584982,12.94897696604744,0.809311060377965,-6.621645430199163,-11.724357776035248,-6.224533736646402,-4.152021914928761,-9.843989673513748,-3.590282995811461,-6.492260102751563,-6.224533736646402,-3.696037725856704
22501,0.0,11.81922073684716,-3.7143403543236,-122.5732316926788,-4.377615417595671,6.314089361789143,208.3649489390417,7.441605319251489,-7.314337382009493,-67.12829708922351,-7.430810906260953,-4.533189132451938,-20.58458319569589,-5.70240567247413,-7.358565410308406,-7.430810906260953,-5.228907202990919
65687,0.0,11.599314407176578,-6.119808670962306,-183.5942601288692,-11.474641258054325,0.0664923461985353,1.994770385956059,0.1246731491222536,-6.32680507520909,-13.445771867354669,-6.001652747248453,-3.757084444404168,-2.3978916161606847,-3.524236675688972,-6.256531024499792,-6.001652747248453,-3.225114216528687
52423,0.0,10.90220690455905,-0.3803401344020348,-14.072584972875289,-0.5863577072031371,6.691361641528159,247.58038073654188,10.315849197355911,-7.499140125125159,-56.63167858906067,-8.782858534737182,-5.286601220711395,-58.91440991100234,-6.754594426748975,-7.711619324438464,-8.782858534737182,-6.245168753355179
7550,0.0,11.098282775467764,-4.155361464938897,-62.33042197408346,-7.791302746760433,1.7637226819772436,26.45584022965865,3.306980028707332,-4.017804920730622,-11.588935931436389,-3.8457824658723303,-5.268775788379709,-21.31682093822033,-5.380490040489536,-3.705394135236226,-3.8457824658723303,-4.887223684736161
46144,0.0,11.948867556115635,-4.874407219830551,-151.10662381474708,-9.444163988421693,1.2927502284871966,40.0752570831031,2.5047035676939435,-7.05185380529184,-98.56951074683175,-6.761737841423727,-4.355245889112672,-15.703774373087596,-4.441545635811157,-6.708000423483273,-6.761737841423727,-4.2030463161649525
683,0.0,13.544874256830775,-4.913241431209561,-152.31048436749637,-12.692540363958033,0.329935700466869,10.22800671447294,0.852333892872745,-6.688671957957888,-46.35077444534608,-6.608496578870621,-4.331549873115542,-13.182376835521524,-3.196444816309404,-6.480522507509109,-6.608496578870621,-3.442111154532043
15783,0.0,11.856022321088949,-4.428441418170672,-150.56700821780285,-10.754786301271633,0.4534501258071306,15.41730427744244,1.1012360198173172,-7.092754159410698,-56.28795120940332,-6.617975882734704,-4.356635432975424,-15.011000562786773,-3.834103453970471,-6.563078325777931,-6.617975882734704,-3.460700034113329
40299,0.0,10.365870391225714,-0.810019279578178,-46.98111821553432,-0.4893866480784825,16.34728343693335,948.1424393421344,9.876483743147231,-7.943058490162174,-85.58091729975963,-8.501277038375981,-4.310999784576278,-85.28832618697541,-5.016983751554074,-10.706874555476112,-8.501277038375981,-4.222972955387889
23653,0.0,12.15320742878674,-2.49065147365612,-127.02322515646212,-2.6463171907596275,8.947661400496104,456.3307314253013,9.506890238027111,-7.465076049897293,-50.95255698549166,-8.462533060483413,-4.435950208741512,-36.140324272254496,-5.831335096035046,-8.587096300517405,-8.462533060483413,-5.47214598523939
20463,0.0,11.20504417949199,-10.07773680504334,-120.93284166052008,-10.077736805043337,1.1273073744486493,13.527688493383792,1.1273073744486493,-4.4530192765155165,-25.76308898100424,-5.480708422174167,-3.980084327203627,-1.9504414200295737,-5.257277894411012,-5.610240573682612,-5.480708422174165,-4.67815574716937
2236,0.0,13.16379127024707,-1.290064415281792,-42.57212570429913,-2.660757856518696,5.092379836959212,168.048534619654,10.503033413728376,-7.016778192756385,-49.20386222126046,-7.318443326640208,-5.288299483949299,-44.73097174241155,-6.225609388819696,-6.362775883574604,-7.318443326640208,-6.271501030351564
62137,0.0,12.031075446594778,-2.856874160804942,-102.84746978897792,-6.427966861811121,2.4902704821260704,89.64973735653854,5.603108584783659,-6.840892483141235,-24.02065320422184,-6.486965218728617,-4.635842148689689,-31.571476005136148,-4.934855055607656,-6.214871493257702,-6.486965218728617,-4.754747168963304
37167,0.0,11.990690866029826,-4.257958192000809,-157.54445310402994,-4.376234808445276,7.408659947920102,274.12041807304377,7.614456057584549,-6.976335673376334,-37.9961900057021,-7.072565330256589,-4.326320620057273,-17.85790322342767,-5.691693734901712,-7.288231730326795,-7.072565330256589,-5.452389762792814
6841,0.0,19.789439176903944,-4.540041782771491,-104.42096100374428,-6.526310062734018,9.226524601161689,212.2100658267188,13.263129114169926,-6.8739050670397885,-51.66799433948093,-8.310990329248819,-4.605059218122296,-15.920408469316657,-5.377527153014442,-8.602052786057987,-8.310990329248819,-7.577186958647813
33332,0.0,12.087290404042482,-4.909838783053086,-127.65580835938025,-11.39784003208752,0.2969940063805989,7.721844165895573,0.6894503719549618,-6.938443516595102,-100.64229171465747,-5.797466771231825,-4.322622611404248,-14.69180412182669,-3.855180161487395,-5.947949651486412,-5.797466771231825,-3.714578016335448
47962,0.0,12.35267316385989,-5.031583624971708,-291.83185024835905,-4.05322014233832,10.302769268095744,597.5606175495531,8.29945302152157,-6.788373894957012,-20.625395213116764,-7.72608145416363,-3.06078947293283,-4.204468316913104,-3.9299521364016416,-8.512040375029432,-7.72608145416363,-3.805800695931604
6650,0.0,19.789439176903944,-4.539848126198326,-167.97438066933805,-10.498398791833628,4.01774719354392,148.65664616112505,9.291040385070316,-6.8739632958674255,-32.558696581587924,-7.116659219380505,-3.996113709618572,-13.786912485025722,-3.636118576509463,-7.03587304371691,-7.116659219380505,-5.774550923607674
58610,0.0,14.285780665551048,-3.760921001862728,-161.7196030800973,-6.738316795004057,4.212537974258788,181.13913289312788,7.547463870546995,-5.573329436641944,-18.070566176613323,-6.139067384482932,-4.265411965131096,-15.505463397695662,-4.522356190875456,-5.938442721580707,-6.139067384482933,-4.900923197412172
36002,0.0,14.561583408264935,-5.073410763054068,-116.68844755024357,-4.8620186479268135,10.121284967309345,232.78955424811488,9.69956476033812,-6.73072220919575,-55.64953442478505,-7.854758818925276,-4.491568975551307,-15.78527614088105,-6.060080779939121,-8.667814909350751,-7.8547588189252755,-6.700878377062678
71851,0.0,14.288400907223458,-4.841774537156667,-193.67098148626667,-9.683549074313332,2.302425916455063,92.09703665820253,4.604851832910126,-6.894448221805203,-31.62749085774542,-6.807227496857163,-3.754933198635072,-4.659314271556407,-3.662239402313432,-6.722640093134872,-6.807227496857163,-4.092853773816079
50558,0.0,12.437369970834348,-3.7173278320824754,-81.78121230581446,-5.111325769113404,5.328032146706142,117.21670722753512,7.326044201720944,-5.8226647047237,-37.42496253196785,-7.139409730871237,-5.070663784850528,-21.507967911754918,-5.696847468116745,-6.558599035842741,-7.139409730871238,-5.6291211106695735
69312,0.0,10.787547735207395,-1.4746685696940545,-51.61339993929191,-2.1505583308038294,5.922507020162445,207.28774570568555,8.636989404403565,-7.2707373039060865,-83.23139537863099,-7.231439201006303,-5.13125984970303,-50.24982587885753,-6.437125794627463,-6.5643834368257705,-7.231439201006302,-5.837974159979788
10648,0.0,13.631179979897874,-4.523028161459957,-158.30598565109847,-9.894124103193654,1.708368400779072,59.79289402726752,3.73705587670422,-7.038363769851618,-68.72724123083364,-7.307975130921781,-4.165850034904905,-13.847973710320211,-3.799584828145759,-7.033853903736604,-7.307975130921781,-4.0801893468658665
26754,0.0,11.165002582448434,-3.181773333878875,-127.270933355155,-7.954433334697187,1.2842276991004986,51.369107964019946,3.210569247751246,-7.31842617936764,-34.44558135524821,-7.504085771288618,-4.35739833321989,-28.965529787922016,-4.398137660189103,-6.968289752212297,-7.504085771288618,-3.904196472792546
16023,0.0,11.856022321088949,-5.502977068015712,-231.12503685665988,-4.127232801011783,10.30505269343622,432.81221312432126,7.728789520077165,-6.769661841288337,-32.065692766838524,-8.610754460334919,-3.5025385926744463,-12.006429039856434,-4.411109233260435,-9.525266794121912,-8.610754460334919,-4.181334506583502
44509,0.0,12.184992405481374,-3.015978677010237,-111.59121104937876,-4.133007816643659,5.875772537800495,217.40358389861836,8.051984588837716,-7.320640110003849,-52.23176183328778,-7.310167452534231,-4.471087919582379,-27.564114674208064,-5.219477558823192,-7.131459531431238,-7.310167452534232,-5.064550103041491
1858,0.0,11.423608244788255,-2.658299625386908,-87.72388763776794,-3.6551619849069983,5.64977909809546,186.44271023715015,7.768446259881258,-7.366677058934184,-40.65650308241919,-7.597666011384206,-4.931974878372172,-37.42183607543317,-5.800805363475742,-7.417335845740483,-7.597666011384206,-5.374292812522902
57903,0.0,13.920166149528514,-4.637752482521337,-162.3213368882468,-7.608812666636568,3.846920218143662,134.64220763502817,6.3113534828919455,-6.743413572881103,-48.66397954795468,-6.691297724942254,-4.223614199485635,-15.781098456017144,-4.338036216354085,-6.820615006678116,-6.691297724942254,-4.734023548802286
18508,0.0,14.064951788374891,-4.04067244734673,-153.54555299917575,-7.99716421870707,3.0658295088847938,116.50152133762217,6.067787569667821,-6.953742114524553,-49.7498671717357,-7.035158171320017,-4.196561447786979,-18.42470979418659,-3.941846700810298,-6.94141953909479,-7.035158171320016,-4.309005637429249
56657,0.0,13.761567110032695,-3.8787563452156455,-120.241446701685,-10.020120558473751,1.4483018909260434,44.897358618707344,3.7414465515589455,-7.070485768892448,-36.70741676112154,-6.48235735179312,-4.460146675315136,-22.45465809430616,-4.053733480695516,-6.410893001629471,-6.48235735179312,-4.375431268748903
28629,0.0,14.258224208076747,-6.194124662622217,-99.10599460195547,-10.83971815958888,1.9534320277073525,31.25491244331764,3.418506048487867,-6.606322713159477,-97.97155565637016,-7.115475661873692,-4.61469766411917,-12.107386463738688,-4.332018180230982,-7.088388186451703,-7.115475661873692,-4.795040595061865
37075,0.0,11.990690866029826,-4.242597539505961,-144.24831634320267,-4.006897676200074,8.453428083349149,287.41655483387103,7.9837931898297505,-6.980954327790591,-41.99408402508352,-7.183617941906073,-4.232674567138875,-15.705583210789095,-5.751766214077167,-7.602373526203764,-7.183617941906073,-5.560226410487808
19321,0.0,11.64011289132118,-4.64112673131247,-157.79830886462398,-5.259943628820799,5.629561113970926,191.40507787501147,6.380169262500383,-6.591505001085927,-11.04089180624537,-6.588537260291691,-4.143514814704634,-14.99508040207913,-5.367094651354914,-6.671452275334396,-6.588537260291691,-5.0644615705746965
42981,0.0,10.9715400866736,-1.3624489081197186,-53.13550741666903,-1.4759863171296952,8.765126556502066,341.8399357035806,9.495553769543903,-7.41502790695148,-40.983057388669,-7.865069573354762,-5.170142050420703,-54.41497808879937,-6.343136356520026,-8.051337530931585,-7.865069573354761,-5.820130085430882
14496,0.0,13.31493400996285,-0.3129008471740268,-13.454736428483152,-0.4204605133900985,9.595887253263442,412.623151890328,12.89447349657275,-7.490832755765478,-62.37535838650693,-8.985282432716911,-5.229818638990982,-63.22408734988746,-6.55953943598433,-8.284555618785298,-8.985282432716911,-6.642933665187563
36540,0.0,14.561583408264935,-4.3508006937831984,-165.33042636376155,-6.888767765156731,4.8459888272262335,184.1475754345969,7.672815643108204,-6.947997236239249,-41.02382173187934,-7.245354123387537,-4.067772101328944,-18.791646318079803,-4.55876704756639,-7.081634256408067,-7.245354123387537,-5.158799454110598
36744,0.0,14.561583408264935,-4.7751352865128585,-200.55568203354005,-8.356486751397503,3.5457695182099616,148.92231976481838,6.205096656867433,-6.8204079401146345,-30.43226107733721,-6.804039096114949,-3.946674073688263,-13.724336474744472,-4.00609036374161,-6.690683178444202,-6.804039096114949,-4.481449624323949
61353,0.0,10.264780382387697,-4.952425831114466,-99.04851662228933,-8.030960807212647,1.3775220713579464,27.55044142715893,2.233819575175048,-7.00342392627232,-105.73585061582982,-6.289725947678997,-4.623593934374632,-12.368041139323116,-5.06764506920528,-6.159124273154703,-6.289725947678996,-4.363360932471927
60978,0.0,10.264780382387697,-5.365578429877425,-198.52640190546475,-5.3655784298774245,4.899201952510271,181.27047224288003,4.899201952510271,-6.879196841864415,-75.82475314532108,-7.091155449901577,-3.789190616821248,-1.4532224586928135,-5.084552186692616,-7.218026057055937,-7.091155449901576,-4.325130410935237
10709,0.0,13.631179979897874,-5.144030827367987,-128.6007706841997,-8.03754816776248,3.579924359766652,89.4981089941663,5.593631812135394,-6.851640145635589,-77.65903122343411,-7.866212005459311,-4.385888061740853,-11.283587413379149,-4.398850682954794,-7.596594984846587,-7.86621200545931,-4.7717402152731365
36712,0.0,14.561583408264935,-4.384686967677345,-175.3874787070938,-7.307811612795574,4.352263077281616,174.09052309126463,7.253771795469359,-6.937808281795003,-37.99985844545535,-7.119355653119871,-4.179312614712858,-16.144641157043203,-4.498264867524298,-6.933180366498215,-7.119355653119871,-5.021746980109281
6944,0.0,19.789439176903944,-4.509426041519547,-184.88646770230145,-11.55540423139384,3.2132819299551625,131.74455912816163,8.234034945510103,-6.883110634871392,-27.473555474770983,-6.798837900204447,-3.8989299529272734,-7.237028680627462,-3.0173855011777597,-6.793985725321013,-6.798837900204447,-5.068795852230767
20622,0.0,11.20504417949199,-6.744067289677795,-161.85761495226708,-13.488134579355592,-1.1415451999318005,-27.39708479836321,-2.283090399863601,-5.455389939348926,-13.45779238766231,-4.455267039395671,-4.157821766876553,-9.822673238776073,-4.016113693210258,-4.928039999099367,-4.455267039395671,-3.5972264919209627
12148,0.0,14.033872295941752,-2.610249046329093,-86.13821852886008,-6.152729894918577,3.343514958009832,110.33599361432444,7.881142401023175,-7.606924429679768,-74.77673797351525,-8.28513118189245,-4.836682537392073,-37.3639830295739,-4.987918768582576,-7.256517252531722,-8.28513118189245,-5.425136000828977
14076,0.0,13.31493400996285,-1.634521629079556,-73.55347330858002,-4.597092081786252,3.0996771300183457,139.48547085082555,8.717841928176597,-7.093446664232709,-44.30481766725156,-7.729449203199818,-4.571292708428998,-57.9917027690036,-4.842306318562885,-6.33126948255344,-7.729449203199818,-4.862044199412809
26580,0.0,11.165002582448434,-4.132979609429595,-165.31918437718383,-10.33244902357399,0.3330214235497777,13.32085694199111,0.8325535588744444,-7.032416645273039,-23.00519999146416,-6.789061936052114,-4.129234452485498,-23.47904796690169,-3.676265458017249,-6.682280218117695,-6.789061936052114,-3.207894804397946
63638,0.0,13.151496900238287,-4.659189101521785,-191.0267531623932,-11.939172072649574,0.4731023717419367,19.39719724141941,1.2123248275887129,-6.854011604493529,-12.679870892071214,-6.273242546483534,-3.858191903108956,-6.356947120491677,-2.995626895925116,-6.475700438306166,-6.273242546483534,-3.086130084046341
74002,0.0,17.948342514703842,-2.8798595116768517,-123.8339590021046,-3.4398321945029053,12.146659802958924,522.3063715272338,14.508510320200935,-7.214214336500252,-59.062066607549866,-7.827637777645177,-4.150192815025359,-30.265585676344468,-5.287983210025374,-8.382236523619563,-7.827637777645177,-6.726502132640733
32110,0.0,12.53606914226924,-5.907397463950804,-112.24055181506527,-14.03006897688316,-0.6290525619427033,-11.951998676911362,-1.4939998346139205,-6.735204661024885,-88.29408881061339,-5.712987621398645,-4.352888638768535,-6.738005639869112,-3.2059854262427243,-6.129965930313428,-5.712987621398645,-3.218440801323428
33969,0.0,13.533427228906206,-3.175725675286892,-158.7862837643446,-3.3080475784238463,9.816364464463064,490.81822322315327,10.22537965048236,-7.24499205343078,-42.18527996976884,-7.931938853821807,-3.88696283879082,-39.71397253304207,-4.681804830141125,-8.347086711820879,-7.931938853821807,-4.795998891534649
25594,0.0,13.414612768668537,-3.3562638579589352,-70.48154101713764,-5.873461751428138,4.3092291527088005,90.4938122068848,7.541151017240401,-7.189284945288669,-50.59630571071087,-7.5543430902271345,-5.124101300530446,-29.84703110271304,-6.039077614815263,-7.081237625170839,-7.5543430902271345,-6.297088884255604
52172,0.0,13.704728702618336,-3.427488580130955,-82.25972592314292,-9.13996954701588,1.7117846833509212,41.082832400422106,4.564759155602456,-5.579946922117324,-34.14026726878903,-5.37334849189297,-4.915333721843257,-23.905921989103422,-4.493865449832492,-4.95443296459378,-5.37334849189297,-4.874808509112525
41689,0.0,9.922021073428626,-1.8748607410032776,-74.99442964013112,-3.1247679016721297,4.078351903053898,163.13407612215593,6.7972531717564975,-7.544891354264993,-81.45553740665113,-7.602138603714325,-4.827992980816158,-42.76667115888031,-5.899239106136659,-6.999225772279117,-7.602138603714326,-4.97286661823121
68250,0.0,10.977458683559032,-7.882546944792841,-134.0032980614783,-7.444627670082128,3.7406446025049584,63.59095824258429,3.532831013476905,-5.224555913308587,-12.714817214020483,-5.6274742941856815,-3.983268069386383,-5.411453951937999,-5.388769614979372,-6.1156190234180885,-5.6274742941856815,-4.93458913852847
23594,0.0,12.15320742878674,-4.062249982331869,-138.11649939928353,-5.754854141636812,4.516484673282299,153.5604788915982,6.3983532871499245,-6.992526437049251,-47.6170215928808,-7.527855453860716,-4.282614449319608,-20.885707924317597,-5.0509302346453815,-7.254726210226005,-7.527855453860715,-4.927879110872303
34008,0.0,13.533427228906206,-2.219593854198834,-75.46619104276036,-5.502743096867943,3.2392675490574505,110.13509666795332,8.030684132038262,-7.532482604861479,-67.23803825421375,-7.272035887615782,-4.797603865328244,-39.73180602639257,-5.341641268418485,-6.36947946424349,-7.272035887615782,-5.570369619698608
57307,0.0,13.761567110032695,-6.009556655035389,-114.1815764456724,-9.5151313704727,2.6819594144589445,50.957228874719945,4.246435739559995,-6.429794869847091,-38.52950384480109,-6.634197942099749,-4.49099656733816,-13.041512295588404,-4.427822499186835,-6.781830223772651,-6.634197942099749,-4.827367658963185
3291,0.0,13.200082985590871,-3.746949858153292,-71.19204730491255,-8.899005913114069,1.8109798199902327,34.40861657981442,4.301077072476803,-7.198171846259959,-49.92896085698406,-7.274440992261959,-5.002493912674232,-19.080505844077347,-4.748797951768753,-6.925543962915392,-7.274440992261959,-4.960909589473283
