sisso_model,dectree_rank,logistic_rank,average_rank
sisso_21894,33921,24580,29250.5
sisso_21895,2840,38585,20712.5
sisso_21896,43758,39165,41461.5
sisso_21897,1522,41856,21689.0
sisso_21898,10665,3480,7072.5
sisso_21899,14261,2957,8609.0
sisso_21900,16013,22215,19114.0
sisso_21901,10047,8761,9404.0
sisso_21902,6742,12463,9602.5
sisso_21903,36185,41020,38602.5
sisso_21904,6239,48420,27329.5
sisso_21905,16483,9930,13206.5
sisso_21906,5192,13799,9495.5
sisso_21907,45617,29446,37531.5
sisso_21908,6240,31157,18698.5
sisso_21909,25015,33608,29311.5
sisso_21910,49579,48589,49084.0
sisso_21911,21789,33063,27426.0
sisso_21912,28234,43065,35649.5
sisso_21913,36723,24858,30790.5
sisso_21914,28050,12115,20082.5
sisso_21915,28567,37270,32918.5
sisso_21916,40314,18395,29354.5
sisso_21917,34160,32790,33475.0
sisso_21918,25533,34324,29928.5
sisso_21919,13279,2366,7822.5
sisso_21920,2090,12464,7277.0
sisso_21921,18363,6746,12554.5
sisso_21922,3389,41507,22448.0
sisso_21923,2405,42402,22403.5
sisso_21924,11102,6300,8701.0
sisso_21925,12165,5380,8772.5
sisso_21926,16014,5496,10755.0
sisso_21927,16484,9931,13207.5
sisso_21928,530,31989,16259.5
sisso_21929,44773,42841,43807.0
sisso_21930,39087,20208,29647.5
sisso_21931,18925,37864,28394.5
sisso_21932,26982,13978,20480.0
sisso_21933,680,42197,21438.5
sisso_21934,19116,35491,27303.5
sisso_21935,19461,37506,28483.5
sisso_21936,19813,36140,27976.5
sisso_21937,24639,27461,26050.0
sisso_21938,48681,21308,34994.5
sisso_21939,14528,2484,8506.0
sisso_21940,897,39377,20137.0
sisso_21941,15319,2781,9050.0
sisso_21942,5924,43870,24897.0
sisso_21943,6395,16801,11598.0
sisso_21944,29461,21025,25243.0
sisso_21945,22590,39471,31030.5
sisso_21946,12837,19655,16246.0
sisso_21947,15775,36029,25902.0
sisso_21948,35460,23651,29555.5
sisso_21949,2549,41021,21785.0
sisso_21950,25912,11751,18831.5
sisso_21951,28235,13403,20819.0
sisso_21952,21209,31543,26376.0
sisso_21953,48163,38486,43324.5
sisso_21954,43965,43662,43813.5
sisso_21955,9473,43456,26464.5
sisso_21956,45184,18638,31911.0
sisso_21957,30823,23652,27237.5
sisso_21958,49072,21026,35049.0
sisso_21959,26811,33296,30053.5
sisso_21960,3252,35092,19172.0
sisso_21961,42101,37620,39860.5
sisso_21962,19980,12285,16132.5
sisso_21963,14808,45225,30016.5
sisso_21964,2550,42842,22696.0
sisso_21965,49389,18639,34014.0
sisso_21966,15079,2413,8746.0
sisso_21967,15541,2209,8875.0
sisso_21968,31877,46602,39239.5
sisso_21969,17790,37958,27874.0
sisso_21970,13280,23095,18187.5
sisso_21971,47908,37865,42886.5
sisso_21972,28568,13800,21184.0
sisso_21973,33661,29681,31671.0
sisso_21974,11103,35920,23511.5
sisso_21975,23099,34325,28712.0
sisso_21976,5925,9086,7505.5
sisso_21977,33662,27191,30426.5
sisso_21978,33663,22216,27939.5
sisso_21979,40846,28372,34609.0
sisso_21980,17585,12116,14850.5
sisso_21981,17979,25455,21717.0
sisso_21982,15542,3011,9276.5
sisso_21983,38094,30355,34224.5
sisso_21984,38346,30980,34663.0
sisso_21985,16962,5251,11106.5
sisso_21986,5193,7575,6384.0
sisso_21987,22411,46326,34368.5
sisso_21988,16015,2444,9229.5
sisso_21989,15080,9254,12167.0
sisso_21990,1178,39915,20546.5
sisso_21991,1069,42626,21847.5
sisso_21992,18926,2235,10580.5
sisso_21993,37288,39728,38508.0
sisso_21994,42102,38688,40395.0
sisso_21995,44438,37959,41198.5
sisso_21996,12375,35173,23774.0
sisso_21997,48575,39472,44023.5
sisso_21998,16963,36233,26598.0
sisso_21999,31019,31158,31088.5
sisso_22000,41945,17007,29476.0
sisso_22001,39518,33788,36653.0
sisso_22002,49410,35921,42665.5
sisso_22003,23429,11752,17590.5
sisso_22004,26097,2414,14255.5
sisso_22005,2091,40358,21224.5
sisso_22006,3538,6148,4843.0
sisso_22007,13054,37507,25280.5
sisso_22008,22591,32934,27762.5
sisso_22009,35937,30554,33245.5
sisso_22010,34952,30775,32863.5
sisso_22011,26098,2528,14313.0
sisso_22012,24455,17678,21066.5
sisso_22013,35938,9932,22935.0
sisso_22014,531,41857,21194.0
sisso_22015,15320,6301,10810.5
sisso_22016,11750,7746,9748.0
sisso_22017,2841,44666,23753.5
sisso_22018,80,41332,20706.0
sisso_22019,45823,37153,41488.0
sisso_22020,29280,14991,22135.5
sisso_22021,22412,6149,14280.5
sisso_22022,47713,30130,38921.5
sisso_22023,41800,2153,21976.5
sisso_22024,31426,49740,40583.0
sisso_22025,12608,45563,29085.5
sisso_22026,19284,41508,30396.0
sisso_22027,7231,44667,25949.0
sisso_22028,1070,39568,20319.0
sisso_22029,20901,47478,34189.5
sisso_22030,1401,39636,20518.5
sisso_22031,4130,41333,22731.5
sisso_22032,47778,37051,42414.5
sisso_22033,34953,9255,22104.0
sisso_22034,2406,48729,25567.5
sisso_22035,11964,6609,9286.5
sisso_22036,20731,2236,11483.5
sisso_22037,12838,24276,18557.0
sisso_22038,13779,9759,11769.0
sisso_22039,20271,8762,14516.5
sisso_22040,33193,12833,23013.0
sisso_22041,34702,28930,31816.0
sisso_22042,12839,2588,7713.5
sisso_22043,19285,20755,20020.0
sisso_22044,25190,41678,33434.0
sisso_22045,12166,49062,30614.0
sisso_22046,17402,36463,26932.5
sisso_22047,13281,21027,17154.0
sisso_22048,31878,29204,30541.0
sisso_22049,15776,37621,26698.5
sisso_22050,13055,8434,10744.5
sisso_22051,48682,40619,44650.5
sisso_22052,49761,21945,35853.0
sisso_22053,10666,6464,8565.0
sisso_22054,12167,49294,30730.5
sisso_22055,23580,23096,23338.0
sisso_22056,4941,41679,23310.0
sisso_22057,37857,4983,21420.0
sisso_22058,23276,13035,18155.5
sisso_22059,9272,46435,27853.5
sisso_22060,45269,9409,27339.0
sisso_22061,49501,41858,45679.5
sisso_22062,10894,37866,24380.0
sisso_22063,7961,47582,27771.5
sisso_22064,26983,19932,23457.5
sisso_22065,5345,49741,27543.0
sisso_22066,16485,35724,26104.5
sisso_22067,18927,37960,28443.5
sisso_22068,41658,37867,39762.5
sisso_22069,20121,46089,33105.0
sisso_22070,1286,39729,20507.5
sisso_22071,49852,21630,35741.0
sisso_22072,38851,2121,20486.0
sisso_22073,22275,40766,31520.5
sisso_22074,2700,42198,22449.0
sisso_22075,681,40478,20579.5
sisso_22076,16723,13801,15262.0
sisso_22077,16724,40236,28480.0
sisso_22078,25534,46327,35930.5
sisso_22079,11751,48114,29932.5
sisso_22080,25016,24277,24646.5
sisso_22081,17980,46994,32487.0
sisso_22082,33194,3420,18307.0
sisso_22083,27321,11753,19537.0
sisso_22084,32310,34052,33181.0
sisso_22085,24851,34706,29778.5
sisso_22086,33439,34514,33976.5
sisso_22087,898,40237,20567.5
sisso_22088,33440,26914,30177.0
sisso_22089,13282,7747,10514.5
sisso_22090,48415,40238,44326.5
sisso_22091,9660,31363,20511.5
sisso_22092,19814,3676,11745.0
sisso_22093,38852,39166,39009.0
sisso_22094,49244,9256,29250.0
sisso_22095,17197,46847,32022.0
sisso_22096,20902,16361,18631.5
sisso_22097,487,46090,23288.5
sisso_22098,1071,43457,22264.0
sisso_22099,6743,40119,23431.0
sisso_22100,1646,41680,21663.0
sisso_22101,18364,31364,24864.0
sisso_22102,23277,41022,32149.5
sisso_22103,37560,26323,31941.5
sisso_22104,5194,17439,11316.5
sisso_22105,12376,8593,10484.5
sisso_22106,33195,31544,32369.5
sisso_22107,36724,28067,32395.5
sisso_22108,3106,40120,21613.0
sisso_22109,32311,24278,28294.5
sisso_22110,33664,26324,29994.0
sisso_22111,36437,28665,32551.0
sisso_22112,22098,47140,34619.0
sisso_22113,2551,41023,21787.0
sisso_22114,26812,30131,28471.5
sisso_22115,35939,24279,30109.0
sisso_22116,11104,34515,22809.5
sisso_22117,17981,37622,27801.5
sisso_22118,12377,40883,26630.0
sisso_22119,35461,39167,37314.0
sisso_22120,29462,29447,29454.5
sisso_22121,19628,40013,29820.5
sisso_22122,43538,33401,38469.5
sisso_22123,33922,19933,26927.5
sisso_22124,27322,23097,25209.5
sisso_22125,20427,47742,34084.5
sisso_22126,18185,36234,27209.5
sisso_22127,9474,8594,9034.0
sisso_22128,14014,651,7332.5
sisso_22129,37561,25456,31508.5
sisso_22130,41161,21309,31235.0
sisso_22131,41519,23653,32586.0
sisso_22132,31879,30555,31217.0
sisso_22133,220,43871,22045.5
sisso_22134,9273,6465,7869.0
sisso_22135,27508,44837,36172.5
sisso_22136,40661,8260,24460.5
sisso_22137,17403,9598,13500.5
sisso_22138,16725,44259,30492.0
sisso_22139,40127,47410,43768.5
sisso_22140,634,40767,20700.5
sisso_22141,49775,25457,37616.0
sisso_22142,8491,37741,23116.0
sisso_22143,17982,36141,27061.5
sisso_22144,48824,40121,44472.5
sisso_22145,15543,41334,28438.5
sisso_22146,14262,36801,25531.5
sisso_22147,9844,30132,19988.0
sisso_22148,10450,36691,23570.5
sisso_22149,27688,31688,29688.0
sisso_22150,40847,29900,35373.5
sisso_22151,43539,22488,33013.5
sisso_22152,30413,29448,29930.5
sisso_22153,42648,26915,34781.5
sisso_22154,36725,26616,31670.5
sisso_22155,42103,28666,35384.5
sisso_22156,38853,26028,32440.5
sisso_22157,39088,28931,34009.5
sisso_22158,49245,38586,43915.5
sisso_22159,34703,46848,40775.5
sisso_22160,5926,39168,22547.0
sisso_22161,14529,8925,11727.0
sisso_22162,10895,46682,28788.5
sisso_22163,6568,46603,26585.5
sisso_22164,2701,42199,22450.0
sisso_22165,4245,40620,22432.5
sisso_22166,18558,2047,10302.5
sisso_22167,15777,19403,17590.0
sisso_22168,29463,27462,28462.5
sisso_22169,19117,38689,28903.0
sisso_22170,18928,39730,29329.0
sisso_22171,37289,31689,34489.0
sisso_22172,49246,20756,35001.0
sisso_22173,34954,22807,28880.5
sisso_22174,28729,21946,25337.5
sisso_22175,35216,24581,29898.5
sisso_22176,27323,26029,26676.0
sisso_22177,49174,24280,36727.0
sisso_22178,15778,6006,10892.0
sisso_22179,39923,15398,27660.5
sisso_22180,30619,279,15449.0
sisso_22181,16486,7576,12031.0
sisso_22182,39519,19404,29461.5
sisso_22183,1072,40239,20655.5
sisso_22184,13780,31159,22469.5
sisso_22185,11526,6302,8914.0
sisso_22186,5195,41191,23193.0
sisso_22187,437,5870,3153.5
sisso_22188,22766,2309,12537.5
sisso_22189,34955,16586,25770.5
sisso_22190,34956,14358,24657.0
sisso_22191,10667,9257,9962.0
sisso_22192,16964,29901,23432.5
sisso_22193,15081,24281,19681.0
sisso_22194,23769,27463,25616.0
sisso_22195,18186,21631,19908.5
sisso_22196,18739,6303,12521.0
sisso_22197,33196,41859,37527.5
sisso_22198,48368,14768,31568.0
sisso_22199,39722,28068,33895.0
sisso_22200,13283,35492,24387.5
sisso_22201,682,7418,4050.0
sisso_22202,24276,2310,13293.0
sisso_22203,21630,4520,13075.0
sisso_22204,33923,17213,25568.0
sisso_22205,48917,38587,43752.0
sisso_22206,11527,30133,20830.0
sisso_22207,9475,39473,24474.0
sisso_22208,30226,47893,39059.5
sisso_22209,34704,19934,27319.0
sisso_22210,44145,27759,35952.0
sisso_22211,26630,24859,25744.5
sisso_22212,49390,25171,37280.5
sisso_22213,32312,43268,37790.0
sisso_22214,36438,23654,30046.0
sisso_22215,4246,42403,23324.5
sisso_22216,27689,20477,24083.0
sisso_22217,36186,6747,21466.5
sisso_22218,30620,37508,34064.0
sisso_22219,28051,34993,31522.0
sisso_22220,37003,26617,31810.0
sisso_22221,21496,5497,13496.5
sisso_22222,37290,12117,24703.5
sisso_22223,17586,41509,29547.5
sisso_22224,43660,40884,42272.0
sisso_22225,3993,40122,22057.5
sisso_22226,30414,49742,40078.0
sisso_22227,37858,513,19185.5
sisso_22228,32525,29902,31213.5
sisso_22229,11322,2466,6894.0
sisso_22230,13781,39268,26524.5
sisso_22231,15082,36802,25942.0
sisso_22232,12168,3906,8037.0
sisso_22233,3994,36565,20279.5
sisso_22234,29670,1119,15394.5
sisso_22235,34705,31690,33197.5
sisso_22236,26813,29682,28247.5
sisso_22237,35462,32139,33800.5
sisso_22238,14263,27464,20863.5
sisso_22239,14530,28932,21731.0
sisso_22240,32965,22489,27727.0
sisso_22241,15083,23098,19090.5
sisso_22242,38347,31691,35019.0
sisso_22243,36439,26325,31382.0
sisso_22244,17587,35811,26699.0
sisso_22245,18740,36235,27487.5
sisso_22246,2702,41860,22281.0
sisso_22247,16487,17679,17083.0
sisso_22248,34706,25172,29939.0
sisso_22249,37004,29449,33226.5
sisso_22250,13540,33945,23742.5
sisso_22251,11965,41335,26650.0
sisso_22252,17983,32418,25200.5
sisso_22253,36726,27760,32243.0
sisso_22254,34957,28933,31945.0
sisso_22255,35940,29903,32921.5
sisso_22256,32737,13036,22886.5
sisso_22257,10896,8087,9491.5
sisso_22258,27509,31160,29334.5
sisso_22259,48322,25173,36747.5
sisso_22260,11966,25458,18712.0
sisso_22261,5064,1650,3357.0
sisso_22262,32526,36142,34334.0
sisso_22263,30040,45036,37538.0
sisso_22264,32527,35812,34169.5
sisso_22265,42236,24860,33548.0
sisso_22266,34958,46328,40643.0
sisso_22267,22592,11754,17173.0
sisso_22268,48416,21947,35181.5
sisso_22269,21210,34613,27911.5
sisso_22270,43171,45979,44575.0
sisso_22271,3539,42404,22971.5
sisso_22272,1179,45037,23108.0
sisso_22273,20428,34425,27426.5
sisso_22274,25361,33858,29609.5
sisso_22275,19286,35174,27230.0
sisso_22276,47976,19656,33816.0
sisso_22277,29855,2048,15951.5
sisso_22278,47977,23655,35816.0
sisso_22279,3540,43066,23303.0
sisso_22280,17404,33180,25292.0
sisso_22281,10897,15210,13053.5
sisso_22282,19981,21632,20806.5
sisso_22283,40848,28667,34757.5
sisso_22284,25732,9087,17409.5
sisso_22285,38348,28069,33208.5
sisso_22286,12378,32935,22656.5
sisso_22287,24090,22808,23449.0
sisso_22288,45618,7748,26683.0
sisso_22289,27324,20478,23901.0
sisso_22290,41162,19935,30548.5
sisso_22291,24456,16587,20521.5
sisso_22292,40315,12465,26390.0
sisso_22293,14531,17214,15872.5
sisso_22294,242,26916,13579.0
sisso_22295,19462,10797,15129.5
sisso_22296,16965,4984,10974.5
sisso_22297,22921,7419,15170.0
sisso_22298,12609,38487,25548.0
sisso_22299,24091,38385,31238.0
sisso_22300,17405,35093,26249.0
sisso_22301,7232,14992,11112.0
sisso_22302,32528,4312,18420.0
sisso_22303,25733,32419,29076.0
sisso_22304,14264,15211,14737.5
sisso_22305,30415,34326,32370.5
sisso_22306,6068,3544,4806.0
sisso_22307,28569,38266,33417.5
sisso_22308,13541,35922,24731.5
sisso_22309,11323,37390,24356.5
sisso_22310,15084,37868,26476.0
sisso_22311,21790,6610,14200.0
sisso_22312,31880,30356,31118.0
sisso_22313,20122,36236,28179.0
sisso_22314,31229,31545,31387.0
sisso_22315,10668,35386,23027.0
sisso_22316,40128,34814,37471.0
sisso_22317,35217,22217,28717.0
sisso_22318,33197,20757,26977.0
sisso_22319,33198,12834,23016.0
sisso_22320,38610,8763,23686.5
sisso_22321,36727,7082,21904.5
sisso_22322,40129,36692,38410.5
sisso_22323,11324,38973,25148.5
sisso_22324,17406,37052,27229.0
sisso_22325,15085,35597,25341.0
sisso_22326,12169,37742,24955.5
sisso_22327,30824,29904,30364.0
sisso_22328,16726,4873,10799.5
sisso_22329,10244,49214,29729.0
sisso_22330,18187,37053,27620.0
sisso_22331,17198,35923,26560.5
sisso_22332,10048,37271,23659.5
sisso_22333,18741,36237,27489.0
sisso_22334,11325,7083,9204.0
sisso_22335,12610,38168,25389.0
sisso_22336,11528,37154,24341.0
sisso_22337,43032,36803,39917.5
sisso_22338,8318,44668,26493.0
sisso_22339,34161,225,17193.0
sisso_22340,38095,37509,37802.0
sisso_22341,45551,23099,34325.0
sisso_22342,25535,24282,24908.5
sisso_22343,33199,29905,31552.0
sisso_22344,46502,16164,31333.0
sisso_22345,29671,35813,32742.0
sisso_22346,36728,25743,31235.5
sisso_22347,9661,18640,14150.5
sisso_22348,49045,10611,29828.0
sisso_22349,16488,3308,9898.0
sisso_22350,33441,23100,28270.5
sisso_22351,33442,28668,31055.0
sisso_22352,30041,21028,25534.5
sisso_22353,9845,25174,17509.5
sisso_22354,12840,46222,29531.0
sisso_22355,41520,23387,32453.5
sisso_22356,40316,20209,30262.5
sisso_22357,49502,35387,42444.5
sisso_22358,19118,34815,26966.5
sisso_22359,21497,20479,20988.0
sisso_22360,35463,19158,27310.5
sisso_22361,25191,17215,21203.0
sisso_22362,7048,47283,27165.5
sisso_22363,45025,106,22565.5
sisso_22364,46922,48032,47477.0
sisso_22365,1402,44838,23120.0
sisso_22366,42910,14769,28839.5
sisso_22367,32083,35493,33788.0
sisso_22368,36440,31546,33993.0
sisso_22369,6241,48882,27561.5
sisso_22370,33924,7251,20587.5
sisso_22371,29464,12835,21149.5
sisso_22372,36729,36030,36379.5
sisso_22373,532,46762,23647.0
sisso_22374,37291,1435,19363.0
sisso_22375,13284,21633,17458.5
sisso_22376,18559,19,9289.0
sisso_22377,4131,26618,15374.5
sisso_22378,44246,49020,46633.0
sisso_22379,9476,4059,6767.5
sisso_22380,16239,8261,12250.0
sisso_22381,46664,49117,47890.5
sisso_22382,4132,49161,26646.5
sisso_22383,38096,1409,19752.5
sisso_22384,47843,39065,43454.0
sisso_22385,4133,49743,26938.0
sisso_22386,32313,5609,18961.0
sisso_22387,8130,36464,22297.0
sisso_22388,44690,19936,32313.0
sisso_22389,17588,22809,20198.5
sisso_22390,14532,19159,16845.5
sisso_22391,45270,15399,30334.5
sisso_22392,5196,7420,6308.0
sisso_22393,8873,7084,7978.5
sisso_22394,41025,46849,43937.0
sisso_22395,9662,7421,8541.5
sisso_22396,10669,49744,30206.5
sisso_22397,15779,49745,32762.0
sisso_22398,3685,21029,12357.0
sisso_22399,1523,17680,9601.5
sisso_22400,44522,15400,29961.0
sisso_22401,35941,14571,25256.0
sisso_22402,4783,1487,3135.0
sisso_22403,3541,41861,22701.0
sisso_22404,8700,11364,10032.0
sisso_22405,8131,48808,28469.5
sisso_22406,29856,20758,25307.0
sisso_22407,14533,49746,32139.5
sisso_22408,13782,49295,31538.5
sisso_22409,31020,11930,21475.0
sisso_22410,1403,37054,19228.5
sisso_22411,2092,41681,21886.5
sisso_22412,11326,43067,27196.5
sisso_22413,36730,48156,42443.0
sisso_22414,10049,38267,24158.0
sisso_22415,44062,107,22084.5
sisso_22416,5065,23960,14512.5
sisso_22417,1647,19937,10792.0
sisso_22418,20903,1488,11195.5
sisso_22419,45694,18641,32167.5
sisso_22420,46056,20210,33133.0
sisso_22421,2552,21310,11931.0
sisso_22422,3107,35295,19201.0
sisso_22423,1524,45980,23752.0
sisso_22424,23921,36031,29976.0
sisso_22425,6069,1336,3702.5
sisso_22426,7962,33609,20785.5
sisso_22427,48576,17440,33008.0
sisso_22428,45185,5735,25460.0
sisso_22429,29672,33859,31765.5
sisso_22430,10898,13037,11967.5
sisso_22431,43033,48809,45921.0
sisso_22432,27325,42041,34683.0
sisso_22433,16966,17216,17091.0
sisso_22434,32529,36143,34336.0
sisso_22435,5789,49747,27768.0
sisso_22436,24092,33789,28940.5
sisso_22437,8874,748,4811.0
sisso_22438,19629,42405,31017.0
sisso_22439,14015,3740,8877.5
sisso_22440,33443,28373,30908.0
sisso_22441,46582,47141,46861.5
sisso_22442,44247,7904,26075.5
sisso_22443,22593,13038,17815.5
sisso_22444,45271,4521,24896.0
sisso_22445,23922,12466,18194.0
sisso_22446,5487,9760,7623.5
sisso_22447,29102,32140,30621.0
sisso_22448,44845,12118,28481.5
sisso_22449,26276,10991,18633.5
sisso_22450,17199,8088,12643.5
sisso_22451,16489,7577,12033.0
sisso_22452,11327,17008,14167.5
sisso_22453,48887,35388,42137.5
sisso_22454,26814,31547,29180.5
sisso_22455,4134,36032,20083.0
sisso_22456,45695,6007,25851.0
sisso_22457,29103,2311,15707.0
sisso_22458,1073,34816,17944.5
sisso_22459,20123,33297,26710.0
sisso_22460,47416,19657,33536.5
sisso_22461,16490,22810,19650.0
sisso_22462,18560,4060,11310.0
sisso_22463,47109,17009,32059.0
sisso_22464,47844,17900,32872.0
sisso_22465,47417,19405,33411.0
sisso_22466,823,35389,18106.0
sisso_22467,23100,8089,15594.5
sisso_22468,35942,26619,31280.5
sisso_22469,44846,48730,46788.0
sisso_22470,45272,48810,47041.0
sisso_22471,48987,15212,32099.5
sisso_22472,19463,10260,14861.5
sisso_22473,5927,27761,16844.0
sisso_22474,14016,24861,19438.5
sisso_22475,26277,6150,16213.5
sisso_22476,23923,25175,24549.0
sisso_22477,49015,35390,42202.5
sisso_22478,2235,36332,19283.5
sisso_22479,5928,36144,21036.0
sisso_22480,5929,34516,20222.5
sisso_22481,32738,4985,18861.5
sisso_22482,7049,21948,14498.5
sisso_22483,46365,37391,41878.0
sisso_22484,47339,7085,27212.0
sisso_22485,27863,10094,18978.5
sisso_22486,749,5252,3000.5
sisso_22487,44063,48811,46437.0
sisso_22488,14265,1410,7837.5
sisso_22489,39089,28934,34011.5
sisso_22490,45892,16362,31127.0
sisso_22491,25362,45226,35294.0
sisso_22492,7408,47894,27651.0
sisso_22493,3995,45227,24611.0
sisso_22494,42911,35175,39043.0
sisso_22495,45026,49748,47387.0
sisso_22496,15544,49749,32646.5
sisso_22497,2093,42843,22468.0
sisso_22498,2842,42627,22734.5
sisso_22499,25363,27465,26414.0
sisso_22500,12611,14359,13485.0
sisso_22501,19119,12119,15619.0
sisso_22502,13783,17441,15612.0
sisso_22503,49200,43663,46431.5
sisso_22504,18742,8926,13834.0
sisso_22505,48164,37055,42609.5
sisso_22506,42104,20759,31431.5
sisso_22507,11105,2415,6760.0
sisso_22508,19464,11179,15321.5
sisso_22509,40493,48115,44304.0
sisso_22510,1074,46329,23701.5
sisso_22511,44439,43458,43948.5
sisso_22512,42769,10612,26690.5
sisso_22513,44847,49750,47298.5
sisso_22514,41659,23656,32657.5
sisso_22515,31881,43664,37772.5
sisso_22516,25192,38878,32035.0
sisso_22517,1404,26030,13717.0
sisso_22518,40130,3613,21871.5
sisso_22519,3996,37392,20694.0
sisso_22520,20124,6008,13066.0
sisso_22521,18929,12664,15796.5
sisso_22522,3253,43665,23459.0
sisso_22523,4378,41024,22701.0
sisso_22524,26447,38974,32710.5
sisso_22525,6900,44467,25683.5
sisso_22526,20904,34053,27478.5
sisso_22527,49132,36033,42582.5
sisso_22528,573,18910,9741.5
sisso_22529,17791,42406,30098.5
sisso_22530,32966,834,16900.0
sisso_22531,26099,19406,22752.5
sisso_22532,47418,17010,32214.0
sisso_22533,20732,22490,21611.0
sisso_22534,45824,41862,43843.0
sisso_22535,43966,3261,23613.5
sisso_22536,41163,20760,30961.5
sisso_22537,45027,45564,45295.5
sisso_22538,899,19938,10418.5
sisso_22539,1648,45565,23606.5
sisso_22540,2407,41863,22135.0
sisso_22541,2843,42407,22625.0
sisso_22542,333,15401,7867.0
sisso_22543,11752,108,5930.0
sisso_22544,5642,4874,5258.0
sisso_22545,46216,47142,46679.0
