sisso_model,dectree_rank,logistic_rank,average_rank
sisso_21116,34695,32550,33622.5
sisso_21117,13277,7247,10262.0
sisso_21118,33913,17003,25458.0
sisso_21119,34422,15971,25196.5
sisso_21120,10664,36797,23730.5
sisso_21121,35210,24576,29893.0
sisso_21122,31422,28366,29894.0
sisso_21123,41023,30770,35896.5
sisso_21124,36182,13400,24791.0
sisso_21125,29667,15972,22819.5
sisso_21126,30408,13976,22192.0
sisso_21127,28232,21306,24769.0
sisso_21128,14522,36461,25491.5
sisso_21129,43862,36329,40095.5
sisso_21130,6894,37737,22315.5
sisso_21131,38605,21624,30114.5
sisso_21132,18923,27752,23337.5
sisso_21133,7763,34703,21233.0
sisso_21134,5062,30125,17593.5
sisso_21135,39082,29677,34379.5
sisso_21136,40487,21936,31211.5
sisso_21137,6236,47138,26687.0
sisso_21138,7569,46526,27047.5
sisso_21139,26274,34704,30489.0
sisso_21140,40488,47215,43851.5
sisso_21141,7958,36798,22378.0
sisso_21142,35710,30126,32918.0
sisso_21143,26628,1271,13949.5
sisso_21144,23766,13597,18681.5
sisso_21145,34945,26909,30927.0
sisso_21146,19115,36136,27625.5
sisso_21147,30037,37504,33770.5
sisso_21148,2542,15973,9257.5
sisso_21149,8313,12663,10488.0
sisso_21150,29456,30349,29902.5
sisso_21151,8128,24266,16197.0
sisso_21152,18360,18142,18251.0
sisso_21153,23915,9084,16499.5
sisso_21154,11960,37738,24849.0
sisso_21155,8487,27753,18120.0
sisso_21156,6895,46844,26869.5
sisso_21157,4503,46845,25674.0
sisso_21158,34423,15206,24814.5
sisso_21159,34156,9928,22042.0
sisso_21160,20578,31864,26221.0
sisso_21161,23916,11566,17741.0
sisso_21162,24637,2755,13696.0
sisso_21163,8314,12460,10387.0
sisso_21164,7570,37049,22309.5
sisso_21165,34424,29678,32051.0
sisso_21166,6896,1038,3967.0
sisso_21167,30409,14567,22488.0
sisso_21168,15773,24267,20020.0
sisso_21169,42234,2815,22524.5
sisso_21170,36715,20474,28594.5
sisso_21171,20579,33177,26878.0
sisso_21172,37555,31156,34355.5
sisso_21173,5190,40114,22652.0
sisso_21174,34946,4654,19800.0
sisso_21175,6066,48372,27219.0
sisso_21176,44243,40232,42237.5
sisso_21177,14007,43061,28534.0
sisso_21178,27501,41848,34674.5
sisso_21179,8315,45220,26767.5
sisso_21180,29457,15207,22332.0
sisso_21181,35457,19650,27553.5
sisso_21182,32522,14987,23754.5
sisso_21183,19283,99,9691.0
sisso_21184,572,39374,19973.0
sisso_21185,40489,27754,34121.5
sisso_21186,34696,27755,31225.5
sisso_21187,26629,28059,27344.0
sisso_21188,25012,26910,25961.0
sisso_21189,45549,24577,35063.0
sisso_21190,6067,3361,4714.0
sisso_21191,36430,2702,19566.0
sisso_21192,31874,28060,29967.0
sisso_21193,27502,28924,28213.0
sisso_21194,39313,20750,30031.5
sisso_21195,28724,13797,21260.5
sisso_21196,41516,25740,33628.0
sisso_21197,1643,15208,8425.5
sisso_21198,22918,6146,14532.0
sisso_21199,23767,37265,30516.0
sisso_21200,30614,11567,21090.5
sisso_21201,10240,33942,22091.0
sisso_21202,33914,47833,40873.5
sisso_21203,28564,43062,35813.0
sisso_21204,16718,34611,25664.5
sisso_21205,16961,35291,26126.0
sisso_21206,46213,34140,40176.5
sisso_21207,2699,45221,23960.0
sisso_21208,31655,15574,23614.5
sisso_21209,10444,41849,26146.5
sisso_21210,819,15771,8295.0
sisso_21211,32523,23380,27951.5
sisso_21212,38088,29200,33644.0
sisso_21213,39083,38264,38673.5
sisso_21214,29458,14568,22013.0
sisso_21215,43658,33061,38359.5
sisso_21216,30820,2411,16615.5
sisso_21217,6566,276,3421.0
sisso_21218,33658,40352,37005.0
sisso_21219,16476,31987,24231.5
sisso_21220,6237,30350,18293.5
sisso_21221,19811,32284,26047.5
sisso_21222,44142,45222,44682.0
sisso_21223,30821,35090,32955.5
sisso_21224,9080,36231,22655.5
sisso_21225,1934,26025,13979.5
sisso_21226,31423,46761,39092.0
sisso_21227,18737,2756,10746.5
sisso_21228,37556,20751,29153.5
sisso_21229,25188,32138,28663.0
sisso_21230,35711,38876,37293.5
sisso_21231,29273,30548,29910.5
sisso_21232,12834,29201,21017.5
sisso_21233,41517,40115,40816.0
sisso_21234,39314,47408,43361.0
sisso_21235,32072,27454,29763.0
sisso_21236,35934,29439,32686.5
sisso_21237,34947,26026,30486.5
sisso_21238,33659,23381,28520.0
sisso_21239,37278,28061,32669.5
sisso_21240,6897,38582,22739.5
sisso_21241,31221,30351,30786.0
sisso_21242,30223,19152,24687.5
sisso_21243,28047,32682,30364.5
sisso_21244,31222,33607,32414.5
sisso_21245,8872,37266,23069.0
sisso_21246,32307,22212,27259.5
sisso_21247,196,42193,21194.5
sisso_21248,43535,15209,29372.0
sisso_21249,36716,44050,40383.0
sisso_21250,37001,38583,37792.0
sisso_21251,12605,36562,24583.5
sisso_21252,14523,35918,25220.5
sisso_21253,26978,25449,26213.5
sisso_21254,21357,12112,16734.5
sisso_21255,11101,30549,20825.0
sisso_21256,26275,27756,27015.5
sisso_21257,36431,28925,32678.0
sisso_21258,37851,25450,31650.5
sisso_21259,37279,28367,32823.0
sisso_21260,12374,19398,15886.0
sisso_21261,31223,18391,24807.0
sisso_21262,43757,42835,43296.0
sisso_21263,14008,37739,25873.5
sisso_21264,11747,4655,8201.0
sisso_21265,30822,41675,36248.5
sisso_21266,10445,36923,23684.0
sisso_21267,10043,35384,22713.5
sisso_21268,7959,39375,23667.0
sisso_21269,14524,38782,26653.0
sisso_21270,9081,3612,6346.5
sisso_21271,31224,45032,38128.0
sisso_21272,6392,39163,22777.5
sisso_21273,12606,38060,25333.0
sisso_21274,40660,41850,41255.0
sisso_21275,43863,12283,28073.0
sisso_21276,10446,2816,6631.0
sisso_21277,39315,38061,38688.0
sisso_21278,11961,6297,9129.0
sisso_21279,37280,46527,41903.5
sisso_21280,1789,40116,20952.5
sisso_21281,30038,31361,30699.5
sisso_21282,40843,24578,32710.5
sisso_21283,39920,15772,27846.0
sisso_21284,36432,41018,38725.0
sisso_21285,34425,18143,26284.0
sisso_21286,27503,28062,27782.5
sisso_21287,20120,37862,28991.0
sisso_21288,11748,14988,13368.0
sisso_21289,36717,29202,32959.5
sisso_21290,29274,31540,30407.0
sisso_21291,41157,27187,34172.0
sisso_21292,7960,7743,7851.5
sisso_21293,6898,7248,7073.0
sisso_21294,895,41327,21111.0
sisso_21295,29099,11925,20512.0
sisso_21296,37281,21937,29609.0
sisso_21297,40125,49727,44926.0
sisso_21298,47904,9407,28655.5
sisso_21299,5921,41185,23553.0
sisso_21300,34157,48073,41115.0
sisso_21301,36718,44836,40777.0
sisso_21302,46364,41328,43846.0
sisso_21303,5640,18144,11892.0
sisso_21304,36719,21625,29172.0
sisso_21305,16719,34812,25765.5
sisso_21306,45101,44051,44576.0
sisso_21307,30615,40117,35366.0
sisso_21308,35211,38062,36636.5
sisso_21309,36183,38265,37224.0
sisso_21310,35712,38166,36939.0
sisso_21311,41944,26911,34427.5
sisso_21312,19459,23382,21420.5
sisso_21313,23575,38484,31029.5
sisso_21314,34697,23383,29040.0
sisso_21315,35713,24268,29990.5
sisso_21316,28565,21626,25095.5
sisso_21317,32073,44662,38367.5
sisso_21318,26094,27455,26774.5
sisso_21319,29851,34049,31950.0
sisso_21320,32074,43452,37763.0
sisso_21321,38849,20203,29526.0
sisso_21322,11320,36232,23776.0
sisso_21323,15315,33699,24507.0
sisso_21324,40126,33943,37034.5
sisso_21325,29100,35292,32196.0
sisso_21326,16236,14352,15294.0
sisso_21327,38338,36330,37334.0
sisso_21328,10241,8923,9582.0
sisso_21329,11962,20204,16083.0
sisso_21330,1790,37617,19703.5
sisso_21331,48161,18392,33276.5
sisso_21332,820,3080,1950.0
sisso_21333,38089,30550,34319.5
sisso_21334,36720,27456,32088.0
sisso_21335,18556,18635,18595.5
sisso_21336,47905,33178,40541.5
sisso_21337,32732,28926,30829.0
sisso_21338,32075,37267,34671.0
sisso_21339,9471,42620,26045.5
sisso_21340,17976,36799,27387.5
sisso_21341,23428,887,12157.5
sisso_21342,29275,37050,33162.5
sisso_21343,37852,29679,33765.5
sisso_21344,30410,28927,29668.5
sisso_21345,34158,24857,29507.5
sisso_21346,32524,36690,34607.0
sisso_21347,31015,13031,22023.0
sisso_21348,4504,15974,10239.0
sisso_21349,20270,26912,23591.0
sisso_21350,528,38485,19506.5
sisso_21351,33436,44052,38744.0
sisso_21352,22586,28368,25477.0
sisso_21353,44936,38686,41811.0
sisso_21354,32076,45850,38963.0
sisso_21355,43030,44663,43846.5
sisso_21356,13774,37268,25521.0
sisso_21357,41324,30352,35838.0
sisso_21358,27504,29440,28472.0
sisso_21359,41158,30976,36067.0
sisso_21360,35935,29441,32688.0
sisso_21361,28725,27457,28091.0
sisso_21362,38090,41186,39638.0
sisso_21363,15774,38877,27325.5
sisso_21364,32733,31362,32047.5
sisso_21365,39084,28369,33726.5
sisso_21366,9082,9595,9338.5
sisso_21367,13775,12831,13303.0
sisso_21368,29459,21938,25698.5
sisso_21369,37853,36137,36995.0
sisso_21370,32964,34050,33507.0
sisso_21371,29668,48155,38911.5
sisso_21372,27505,1198,14351.5
sisso_21373,35212,35592,35402.0
sisso_21374,33915,38167,36041.0
sisso_21375,38850,38063,38456.5
sisso_21376,36721,37740,37230.5
sisso_21377,38339,37269,37804.0
sisso_21378,21943,4223,13083.0
sisso_21379,9843,36800,23321.5
sisso_21380,15539,36331,25935.0
sisso_21381,34159,22803,28481.0
sisso_21382,32308,30977,31642.5
sisso_21383,41024,26321,33672.5
sisso_21384,42904,13977,28440.5
sisso_21385,42765,10990,26877.5
sisso_21386,44143,13401,28772.0
sisso_21387,22273,7078,14675.5
sisso_21388,22096,19153,20624.5
sisso_21389,529,6745,3637.0
sisso_21390,23097,17677,20387.0
sisso_21391,31225,28063,29644.0
sisso_21392,34698,8757,21727.5
sisso_21393,38091,7416,22753.5
sisso_21394,4375,21939,13157.0
sisso_21395,18738,8924,13831.0
sisso_21396,23273,27458,25365.5
sisso_21397,30411,17435,23923.0
sisso_21398,26979,8433,17706.0
sisso_21399,24450,9756,17103.0
sisso_21400,20580,25169,22874.5
sisso_21401,41798,20752,31275.0
sisso_21402,27686,6298,16992.0
sisso_21403,36722,16359,26540.5
sisso_21404,19626,4872,12249.0
sisso_21405,26095,38384,32239.5
sisso_21406,42647,16360,29503.5
sisso_21407,6393,10607,8500.0
sisso_21408,32734,30551,31642.5
sisso_21409,43420,19651,31535.5
sisso_21410,11525,30771,21148.0
sisso_21411,38606,30552,34579.0
sisso_21412,44244,16799,30521.5
sisso_21413,24085,34612,29348.5
sisso_21414,39516,35919,37717.5
sisso_21415,28935,6004,17469.5
sisso_21416,45267,910,23088.5
sisso_21417,34426,28928,31677.0
sisso_21418,38340,36138,37239.0
sisso_21419,1399,12461,6930.0
sisso_21420,5191,14569,9880.0
sisso_21421,29276,3081,16178.5
sisso_21422,2088,14570,8329.0
sisso_21423,17195,15575,16385.0
sisso_21424,20898,25451,23174.5
sisso_21425,31875,32932,32403.5
sisso_21426,29277,32551,30914.0
sisso_21427,26980,30978,28979.0
sisso_21428,27687,33399,30543.0
sisso_21429,17977,3541,10759.0
sisso_21430,10044,13798,11921.0
sisso_21431,44060,38687,41373.5
sisso_21432,16720,34899,25809.5
sisso_21433,7227,37505,22366.0
sisso_21434,38607,36563,37585.0
sisso_21435,32077,35293,33685.0
sisso_21436,7405,37863,22634.0
sisso_21437,41159,650,20904.5
sisso_21438,15316,4139,9727.5
sisso_21439,7571,33787,20679.0
sisso_21440,13533,36462,24997.5
sisso_21441,49595,22213,35904.0
sisso_21442,48039,15975,32007.0
sisso_21443,43659,27757,35708.0
sisso_21444,44771,30772,37771.5
sisso_21445,1935,41851,21893.0
sisso_21446,44437,41329,42883.0
sisso_21447,46214,15576,30895.0
sisso_21448,48320,23648,35984.0
sisso_21449,46827,17895,32361.0
sisso_21450,3991,11926,7958.5
sisso_21451,10242,14989,12615.5
sisso_21452,27506,11927,19716.5
sisso_21453,46759,21940,34349.5
sisso_21454,38092,20475,29283.5
sisso_21455,35213,18145,26679.0
sisso_21456,20899,41019,30959.0
sisso_21457,24451,19154,21802.5
sisso_21458,896,41330,21113.0
sisso_21459,39720,8592,24156.0
sisso_21460,13049,7249,10149.0
sisso_21461,39517,41852,40684.5
sisso_21462,38341,20476,29408.5
sisso_21463,48762,24269,36515.5
sisso_21464,48321,26027,37174.0
sisso_21465,44331,30353,37342.0
sisso_21466,29669,25741,27705.0
sisso_21467,41799,21941,31870.0
sisso_21468,23576,39376,31476.0
sisso_21469,16477,31684,24080.5
sisso_21470,20900,6005,13452.5
sisso_21471,45482,17436,31459.0
sisso_21472,31656,27188,29422.0
sisso_21473,15078,24270,19674.0
sisso_21474,23577,38783,31180.0
sisso_21475,28398,49728,39063.0
sisso_21476,7228,277,3752.5
sisso_21477,8129,13215,10672.0
sisso_21478,20581,5869,13225.0
sisso_21479,18361,17209,17785.0
sisso_21480,47414,18636,33025.0
sisso_21481,47030,17896,32463.0
sisso_21482,40844,10608,25726.0
sisso_21483,48162,19155,33658.5
sisso_21484,27860,47409,37634.5
sisso_21485,46760,22804,34782.0
sisso_21486,14525,46846,30685.5
sisso_21487,13534,5121,9327.5
sisso_21488,13050,34141,23595.5
sisso_21489,47108,8257,27682.5
sisso_21490,44937,100,22518.5
sisso_21491,8488,33856,21172.0
sisso_21492,10045,7417,8731.0
sisso_21493,49901,30553,40227.0
sisso_21494,13776,19399,16587.5
sisso_21495,16478,24271,20374.5
sisso_21496,44844,27758,36301.0
sisso_21497,16721,16163,16442.0
sisso_21498,47415,19652,33533.5
sisso_21499,10892,28064,19478.0
sisso_21500,42905,15577,29241.0
sisso_21501,25013,31541,28277.0
sisso_21502,10243,12113,11178.0
sisso_21503,13051,5250,9150.5
sisso_21504,47496,47139,47317.5
sisso_21505,30616,10609,20612.5
sisso_21506,37854,31865,34859.5
sisso_21507,28936,39164,34050.0
sisso_21508,24086,41187,32636.5
sisso_21509,2978,44664,23821.0
sisso_21510,44772,30773,37772.5
sisso_21511,45483,27459,36471.0
sisso_21512,29278,7079,18178.5
sisso_21513,47975,24272,36123.5
sisso_21514,9659,33400,21529.5
sisso_21515,275,45033,22654.0
sisso_21516,48413,19156,33784.5
sisso_21517,28726,9251,18988.5
sisso_21518,25908,46088,35998.0
sisso_21519,48954,13216,31085.0
sisso_21520,21493,39724,30608.5
sisso_21521,30412,11175,20793.5
sisso_21522,29101,17437,23269.0
sisso_21523,5787,12462,9124.5
sisso_21524,48414,17004,32709.0
sisso_21525,44520,29680,37100.0
sisso_21526,2230,42400,22315.0
sisso_21527,39316,49729,44522.5
sisso_21528,7229,2615,4922.0
sisso_21529,44144,9929,27036.5
sisso_21530,20426,278,10352.0
sisso_21531,11749,4981,8365.0
sisso_21532,9083,49730,29406.5
sisso_21533,8489,5379,6934.0
sisso_21534,16722,49731,33226.5
sisso_21535,35458,40475,37966.5
sisso_21536,6567,40233,23400.0
sisso_21537,46435,46993,46714.0
sisso_21538,43031,21942,32486.5
sisso_21539,43170,35593,39381.5
sisso_21540,47497,16800,32148.5
sisso_21541,47640,19157,33398.5
sisso_21542,14009,17210,15609.5
sisso_21543,18924,45393,32158.5
sisso_21544,14526,22805,18665.5
sisso_21545,13535,4058,8796.5
sisso_21546,33916,2018,17967.0
sisso_21547,3249,2388,2818.5
sisso_21548,3537,45716,24626.5
sisso_21549,47906,23384,35645.0
sisso_21550,45401,9252,27326.5
sisso_21551,49107,29442,39274.5
sisso_21552,25909,8258,17083.5
sisso_21553,2543,45034,23788.5
sisso_21554,35214,31685,33449.5
sisso_21555,47338,22486,34912.0
sisso_21556,35714,40234,37974.0
sisso_21557,1644,44463,23053.5
sisso_21558,5343,2879,4111.0
sisso_21559,46581,34142,40361.5
sisso_21560,47907,44053,45980.0
sisso_21561,3841,46325,25083.0
sisso_21562,14806,13032,13919.0
sisso_21563,46137,49160,47648.5
sisso_21564,23917,49732,36824.5
sisso_21565,34699,42038,38368.5
sisso_21566,49388,42621,46004.5
sisso_21567,37855,47520,42687.5
sisso_21568,26981,48698,37839.5
sisso_21569,2089,3171,2630.0
sisso_21570,25910,40118,33014.0
sisso_21571,28048,40761,34404.5
sisso_21572,10447,3542,6994.5
sisso_21573,9084,49733,29408.5
sisso_21574,13777,49116,31446.5
sisso_21575,33437,101,16769.0
sisso_21576,25530,28370,26950.0
sisso_21577,26445,9596,18020.5
sisso_21578,42906,10092,26499.0
sisso_21579,24638,17438,21038.0
sisso_21580,23274,29896,26585.0
sisso_21581,32078,31988,32033.0
sisso_21582,37557,40617,39087.0
sisso_21583,8490,4224,6357.0
sisso_21584,43295,11568,27431.5
sisso_21585,11321,102,5711.5
sisso_21586,1400,41853,21626.5
sisso_21587,9085,40880,24982.5
sisso_21588,33917,26322,30119.5
sisso_21589,13536,38584,26060.0
sisso_21590,4660,41854,23257.0
sisso_21591,18183,24273,21228.0
sisso_21592,24850,1894,13372.0
sisso_21593,39921,42836,41378.5
sisso_21594,44938,1039,22988.5
sisso_21595,25531,25742,25636.5
sisso_21596,3388,40476,21932.0
sisso_21597,13537,13033,13285.0
sisso_21598,25532,40762,33147.0
sisso_21599,16479,23649,20064.0
sisso_21600,30039,43063,36551.0
sisso_21601,48286,19931,34108.5
sisso_21602,7406,4311,5858.5
sisso_21603,45890,48807,47348.5
sisso_21604,21944,18146,20045.0
sisso_21605,34700,29897,32298.5
sisso_21606,44332,48707,46519.5
sisso_21607,31424,23385,27404.5
sisso_21608,46828,19400,33114.0
sisso_21609,47842,25170,36506.0
sisso_21610,40490,39913,40201.5
sisso_21611,14527,49734,32130.5
sisso_21612,821,41188,21004.5
sisso_21613,1176,44464,22820.0
sisso_21614,44061,42837,43449.0
sisso_21615,2839,41189,22014.0
sisso_21616,14258,2288,8273.0
sisso_21617,4242,35723,19982.5
sisso_21618,18362,21627,19994.5
sisso_21619,10046,35594,22820.0
sisso_21620,44606,12114,28360.0
sisso_21621,42395,20205,31300.0
sisso_21622,48822,14353,31587.5
sisso_21623,26809,49735,38272.0
sisso_21624,32079,25452,28765.5
sisso_21625,10448,11176,10812.0
sisso_21626,35715,7744,21729.5
sisso_21627,5922,42194,24058.0
sisso_21628,2231,42622,22426.5
sisso_21629,16480,21021,18750.5
sisso_21630,37282,42838,40060.0
sisso_21631,36433,23959,30196.0
sisso_21632,42396,39725,41060.5
sisso_21633,13538,49736,31637.0
sisso_21634,49486,40763,45124.5
sisso_21635,4376,43064,23720.0
sisso_21636,27861,49737,38799.0
sisso_21637,38342,13402,25872.0
sisso_21638,31425,31542,31483.5
sisso_21639,42100,30354,36227.0
sisso_21640,5923,8758,7340.5
sisso_21641,31226,8759,19992.5
sisso_21642,6394,35595,20994.5
sisso_21643,822,45223,23022.5
sisso_21644,2544,44257,23400.5
sisso_21645,1067,44258,22662.5
sisso_21646,29279,29443,29361.0
sisso_21647,11963,20206,16084.5
sisso_21648,6238,24274,15256.0
sisso_21649,4939,49738,27338.5
sisso_21650,46054,18907,32480.5
sisso_21651,18184,11750,14967.0
sisso_21652,39721,43867,41794.0
sisso_21653,2545,103,1324.0
sisso_21654,37283,21943,29613.0
sisso_21655,2979,41676,22327.5
sisso_21656,38343,17897,28120.0
sisso_21657,45550,34813,40181.5
sisso_21658,23098,4518,13808.0
sisso_21659,33918,21307,27612.5
sisso_21660,3842,42401,23121.5
sisso_21661,995,43267,22131.0
sisso_21662,42766,1769,22267.5
sisso_21663,15540,1793,8666.5
sisso_21664,29852,104,14978.0
sisso_21665,1791,21628,11709.5
sisso_21666,24452,7903,16177.5
sisso_21667,31876,10610,21243.0
sisso_21668,1068,43453,22260.5
sisso_21669,1645,42623,22134.0
sisso_21670,5641,22487,14064.0
sisso_21671,34948,40353,37650.5
sisso_21672,37002,33509,35255.5
sisso_21673,996,42839,21917.5
sisso_21674,10893,9408,10150.5
sisso_21675,46280,36564,41422.0
sisso_21676,37284,18147,27715.5
sisso_21677,8316,46221,27268.5
sisso_21678,219,12832,6525.5
sisso_21679,41325,40235,40780.0
sisso_21680,31227,9597,20412.0
sisso_21681,45268,41331,43299.5
sisso_21682,43536,17898,30717.0
sisso_21683,46215,49213,47714.0
sisso_21684,20730,18908,19819.0
sisso_21685,17400,32788,25094.0
sisso_21686,9086,14354,11720.0
sisso_21687,180,13598,6889.0
sisso_21688,632,2100,1366.0
sisso_21689,46055,35294,40674.5
sisso_21690,26810,32933,29871.5
sisso_21691,13778,34051,23914.5
sisso_21692,34427,32683,33555.0
sisso_21693,17584,18637,18110.5
sisso_21694,4377,37618,20997.5
sisso_21695,34949,23650,29299.5
sisso_21696,22587,31686,27136.5
sisso_21697,4243,44054,24148.5
sisso_21698,42235,29898,36066.5
sisso_21699,37558,20753,29155.5
sisso_21700,48763,14355,31559.0
sisso_21701,13539,8760,11149.5
sisso_21702,45969,18909,32439.0
sisso_21703,26096,24579,25337.5
sisso_21704,2546,2817,2681.5
sisso_21705,49678,34992,42335.0
sisso_21706,40491,18148,29319.5
sisso_21707,30617,35596,33106.5
sisso_21708,18557,1895,10226.0
sisso_21709,32080,42840,37460.0
sisso_21710,16481,37619,27050.0
sisso_21711,36434,29899,33166.5
sisso_21712,38093,40477,39285.0
sisso_21713,36184,47741,41962.5
sisso_21714,42767,969,21868.0
sisso_21715,26446,14990,20718.0
sisso_21716,3250,45035,24142.5
sisso_21717,35215,33857,34536.0
sisso_21718,3251,42195,22723.0
sisso_21719,41160,28929,35044.5
sisso_21720,22588,23386,22987.0
sisso_21721,4129,40764,22446.5
sisso_21722,25189,33700,29444.5
sisso_21723,24087,40354,32220.5
sisso_21724,12835,6912,9873.5
sisso_21725,32735,48923,40829.0
sisso_21726,21788,40765,31276.5
sisso_21727,17196,105,8650.5
sisso_21728,46829,37389,42109.0
sisso_21729,23918,41505,32711.5
sisso_21730,42768,6299,24533.5
sisso_21731,37285,17005,27145.0
sisso_21732,9271,9253,9262.0
sisso_21733,13052,31687,22369.5
sisso_21734,33660,30979,32319.5
sisso_21735,27862,20754,24308.0
sisso_21736,38608,30127,34367.5
sisso_21737,19460,7080,13270.0
sisso_21738,43864,389,22126.5
sisso_21739,32736,26913,29824.5
sisso_21740,14010,7081,10545.5
sisso_21741,49949,2412,26180.5
sisso_21742,35716,21944,28830.0
sisso_21743,28727,9757,19242.0
sisso_21744,16237,29444,22840.5
sisso_21745,33438,21022,27230.0
sisso_21746,22919,15976,19447.5
sisso_21747,41518,30774,36146.0
sisso_21748,14259,28371,21315.0
sisso_21749,2547,45717,24132.0
sisso_21750,2232,43454,22843.0
sisso_21751,12164,1970,7067.0
sisso_21752,17789,49739,33764.0
sisso_21753,38344,49061,43702.5
sisso_21754,14260,33944,24102.0
sisso_21755,32309,19653,25981.0
sisso_21756,49972,34900,42436.0
sisso_21757,5486,40355,22920.5
sisso_21758,31016,44665,37840.5
sisso_21759,7230,40881,24055.5
sisso_21760,22589,9758,16173.5
sisso_21761,24088,512,12300.0
sisso_21762,48460,20207,34333.5
sisso_21763,4244,15773,10008.5
sisso_21764,15317,9085,12201.0
sisso_21765,6899,43455,25177.0
sisso_21766,45768,11177,28472.5
sisso_21767,22765,47349,35057.0
sisso_21768,37286,48031,42658.5
sisso_21769,14807,48562,31684.5
sisso_21770,43537,41506,42521.5
sisso_21771,24453,12284,18368.5
sisso_21772,44333,11928,28130.5
sisso_21773,2548,35091,18819.5
sisso_21774,48823,48563,48693.0
sisso_21775,23919,28065,25992.0
sisso_21776,31657,39914,35785.5
sisso_21777,45891,48757,47324.0
sisso_21778,9087,2308,5697.5
sisso_21779,39085,18393,28739.0
sisso_21780,39086,10093,24589.5
sisso_21781,22274,13599,17936.5
sisso_21782,25014,15774,20394.0
sisso_21783,48100,14767,31433.5
sisso_21784,45181,17899,31540.0
sisso_21785,45182,14356,29769.0
sisso_21786,14011,6913,10462.0
sisso_21787,34950,26615,30782.5
sisso_21788,7047,43868,25457.5
sisso_21789,12607,8086,10346.5
sisso_21790,27507,41677,34592.0
sisso_21791,12836,2956,7896.0
sisso_21792,29853,3122,16487.5
sisso_21793,4782,4519,4650.5
sisso_21794,5788,33179,19483.5
sisso_21795,19812,35385,27598.5
sisso_21796,16482,14168,15325.0
sisso_21797,19627,45224,32425.5
sisso_21798,4940,40618,22779.0
sisso_21799,436,42196,21316.0
sisso_21800,2233,45394,23813.5
sisso_21801,25911,48112,37011.5
sisso_21802,79,13217,6648.0
sisso_21803,45183,40356,42769.5
sisso_21804,42511,19654,31082.5
sisso_21805,748,40357,20552.5
sisso_21806,46830,44465,45647.5
sisso_21807,21629,45851,33740.0
sisso_21808,38345,3479,20912.0
sisso_21809,14012,6463,10237.5
sisso_21810,47243,27189,37216.0
sisso_21811,15318,3905,9611.5
sisso_21812,34428,17211,25819.5
sisso_21813,34701,42624,38662.5
sisso_21814,23768,708,12238.0
sisso_21815,8317,44466,26391.5
sisso_21816,2980,41855,22417.5
sisso_21817,9472,10436,9954.0
sisso_21818,48040,11929,29984.5
sisso_21819,35459,5122,20290.5
sisso_21820,22920,28664,25792.0
sisso_21821,1177,39726,20451.5
sisso_21822,22097,47939,35018.0
sisso_21823,24089,47647,35868.0
sisso_21824,31017,42039,36528.0
sisso_21825,44607,3221,23914.0
sisso_21826,36435,32285,34360.0
sisso_21827,42907,43869,43388.0
sisso_21828,2234,46681,24457.5
sisso_21829,34951,30128,32539.5
sisso_21830,45822,48251,47036.5
sisso_21831,28049,47477,37763.0
sisso_21832,23578,30129,26853.5
sisso_21833,23275,22806,23040.5
sisso_21834,36436,1408,18922.0
sisso_21835,44521,25453,34987.0
sisso_21836,30224,40882,35553.0
sisso_21837,23579,7745,15662.0
sisso_21838,16238,4982,10610.0
sisso_21839,5344,34705,20024.5
sisso_21840,23920,19401,21660.5
sisso_21841,2981,39727,21354.0
sisso_21842,39922,2046,20984.0
sisso_21843,4505,27190,15847.5
sisso_21844,37856,29445,33650.5
sisso_21845,38609,947,19778.0
sisso_21846,40845,1170,21007.5
sisso_21847,28728,48113,38420.5
sisso_21848,29854,10796,20325.0
sisso_21849,10449,13034,11741.5
sisso_21850,44245,948,22596.5
sisso_21851,17401,19402,18401.5
sisso_21852,32081,1486,16783.5
sisso_21853,30618,1770,16194.0
sisso_21854,41326,1352,21339.0
sisso_21855,28399,46434,37416.5
sisso_21856,45102,7250,26176.0
sisso_21857,42908,390,21649.0
sisso_21858,21494,8259,14876.5
sisso_21859,13053,14357,13705.0
sisso_21860,49951,29203,39577.0
sisso_21861,7407,45562,26484.5
sisso_21862,21358,33062,27210.0
sisso_21863,33919,27460,30689.5
sisso_21864,3992,42625,23308.5
sisso_21865,997,42040,21518.5
sisso_21866,5063,38064,21563.5
sisso_21867,633,41190,20911.5
sisso_21868,31228,28066,29647.0
sisso_21869,37287,36139,36713.0
sisso_21870,37559,17212,27385.5
sisso_21871,30225,21629,25927.0
sisso_21872,33920,1649,17784.5
sisso_21873,21057,5608,13332.5
sisso_21874,35936,32789,34362.5
sisso_21875,24275,14169,19222.0
sisso_21876,40492,5495,22993.5
sisso_21877,28233,15977,22105.0
sisso_21878,24454,24275,24364.5
sisso_21879,46281,22214,34247.5
sisso_21880,13278,25454,19366.0
sisso_21881,31018,339,15678.5
sisso_21882,21495,11178,16336.5
sisso_21883,31658,14170,22914.0
sisso_21884,14013,2674,8343.5
sisso_21885,32082,18394,25238.0
sisso_21886,42909,32417,37663.0
sisso_21887,17978,21023,19500.5
sisso_21888,16012,6147,11079.5
sisso_21889,364,3543,1953.5
sisso_21890,28566,21024,24795.0
sisso_21891,29460,17006,23233.0
sisso_21892,48651,44055,46353.0
sisso_21893,679,39822,20250.5
